ID_MASTER,Framework_Name,Region_Culture,Macro_Region,Intellectual_Tradition,Core_Triad,UTCP_Mapping,Regime_Type,Closure_Function,Depth,Integrity,Lineage_Cluster,Blurb,Primary_Source,Parse_Flag
286,Georgian Mtis Deda–Village–Underworld Triad,Georgia (Highland traditions),Caucasus,Traditional / Cultural,Mountain Mother (Mti) | Village community | Underworld spirits,I≈Mountain; R≈Village; Sem≈Underworld,Gradient,"Highland ritual ecology stabilizes sacred mountain authority, village law, and chthonic forces.",17,17,Parent I,"Georgian highland cosmology integrates sacred mountain, village structure, and underworld mediation.",Charachidzé; Tuite,
287,Armenian Aramazd–Anahit–Vahagn Divine Triad,Armenian (Pre-Christian),Caucasus,Traditional / Cultural,Aramazd (Sky/Father) | Anahit (Fertility/Mother) | Vahagn (War/Fire),I≈Sky; R≈Fertility; Sem≈Fire/War,Torsional,"Royal theology binds sky authority, fertility continuity, and martial defense.",19,18,Parent II,Pre-Christian Armenian pantheon structured through differentiated divine triad.,Agathangelos; Russell,
288,Circassian Upper–Middle–Lower World Triad,Circassian (North Caucasus),Caucasus,Traditional / Cultural,Upper celestial realm | Human clan world | Lower spirit realm,I≈Upper; R≈Middle; Sem≈Lower,Branching,Nart epic tradition encodes layered cosmology accessed through heroic mediation.,18,17,Parent I,Circassian Nart sagas articulate vertical cosmology binding clan and spirit worlds.,Colarusso; Dumézil,
289,Chechen Tusholi–People–Underworld Reciprocity Triad,Chechen (Vainakh traditions),Caucasus,Traditional / Cultural,Tusholi (Fertility deity) | Clan society | Underworld spirits,I≈Deity; R≈Clan; Sem≈Underworld,Torsional,"Clan ritual balances fertility, social law, and ancestral-spirit obligations.",17,17,Parent II,"Vainakh cosmology encodes triadic reciprocity between deity, clan structure, and spirit realm.",Anchabadze; Sokirianski,
290,Ossetian Sky–Fire–Heroic Mediation Triad,Ossetian (Nart epic tradition),Caucasus,Traditional / Cultural,Sky deity | Sacred fire | Heroic mediator,I≈Sky; R≈Fire; Sem≈Hero,Branching,"Nart heroic cycle stabilizes divine, elemental, and human heroic realms.",18,18,Parent I,"Ossetian Nart tradition encodes triadic linkage of sky authority, sacred fire, and heroic lineage.",Dumézil; Colarusso,
291,Aksumite Heaven–King–Earth Mandate Triad,Ethiopia/Eritrea (Aksumite),Africa (Horn of Africa),Traditional / Cultural,Heavenly authority | King (negus) | Land/people,I≈Heaven; R≈King; Sem≈Land/people,Torsional,"Legitimacy maintained through alignment of divine authority, royal mediation, and territorial stewardship.",18,18,Parent II,"Imperial mandate structure binds divine authority, sacral kingship, and land-people stewardship.",Aksumite inscriptions; Munro-Hay,
292,Somali Xeer–Elders–Dia-Payment Governance Triad,Somali (Horn of Africa),Africa (Horn of Africa),Traditional / Cultural,Xeer customary law | Council of elders | Dia-paying group (collective liability),I≈Law; R≈Elders; Sem≈Dia group,Branching,"Conflict resolution stabilized through law norms, elder arbitration, and collective compensation structure.",19,19,Parent III,"Somali customary governance encodes triadic legal operation: norms, arbitration, and enforcement via collective liability.",Lewis (Somali); Gundel (xeer studies),
293,Oromo Gadaa Generation–Council–Law Triad,Oromo (Ethiopia),Africa (Horn of Africa),Traditional / Cultural,Age-set generation cycle | Council/assembly | Seera (law),I≈Generation; R≈Council; Sem≈Law,Branching,"Governance continuity maintained through rotational age-set succession, deliberation, and codified law.",20,20,Parent III,"Oromo Gadaa system structures governance via rotating cohorts, deliberative councils, and normative law.",Asmarom Legesse; Oromo Gadaa ethnography,
294,Mali Empire Mansa–Council–Provinces Triad,Mali (Sahel),Africa (Sahel),Traditional / Cultural,Mansa (sovereign) | Council of notables | Provincial chiefs,I≈Mansa; R≈Council; Sem≈Provinces,Branching,"Imperial stability maintained through sovereign mandate, deliberative counsel, and delegated provincial authority.",18,18,Parent III,"Sahelian imperial governance encoded through sovereign center, advisory council, and distributed provincial structure.",Ibn Khaldun; Niane (Mali),
295,Hausa Emirate Emir–Sharia–Market Order Triad,Hausa (Northern Nigeria / Sahel interface),Africa (Sahel),Traditional / Cultural,Emir authority | Sharia/legal scholars | Market guild order,I≈Emir; R≈Law; Sem≈Market,Branching,"Urban stability maintained through ruler authority, legal-religious constraint, and regulated exchange systems.",18,17,Parent II,"Hausa city-state governance binds political authority, legal constraint, and market regulation into civic coherence.",Last (Sokoto/Hausa); Hausa emirate studies,
296,Songhai Askia–Islamic Law–Provincial Command Triad,Songhai (Sahel),Africa (Sahel),Traditional / Cultural,Askia ruler | Islamic jurists | Provincial governors,I≈Ruler; R≈Law; Sem≈Province,Branching,"Imperial coherence maintained through sovereign authority, juristic oversight, and delegated provincial governance.",18,18,Parent III,"Songhai imperial administration structured through ruler, legal authority, and territorial delegation.",Tarikh al-Fattash; Hunwick,
297,Tuareg Amenokal–Clan Confederation–Trade Network Triad,Tuareg (Central Sahara/Sahel),Africa (Sahel),Traditional / Cultural,Amenokal leader | Clan confederations | Trans-Saharan trade routes,I≈Leader; R≈Clan; Sem≈Trade network,Branching,"Confederation stability maintained through leadership mediation, clan alignment, and caravan trade integration.",19,18,Parent II,"Tuareg political order binds leadership, lineage confederation, and long-distance trade corridors.",Nicolaisen; Keenan (Tuareg studies),
298,Kanem-Bornu Sacred Kingship–Warrior Elite–Islamic Scholarship Triad,Kanem-Bornu (Central Sahel),Africa (Sahel),Traditional / Cultural,Sacral king (Mai) | Warrior aristocracy | Islamic scholars,I≈King; R≈Warriors; Sem≈Scholars,Torsional,"Dynastic continuity maintained through sacral authority, military enforcement, and religious legitimization.",18,18,Parent II,"Kanem-Bornu state stability structured through sacral monarchy, elite warriors, and Islamic intellectual authority.",Palmer (Bornu); Lange,
299,Afar Sultan–Clan Elders–Pastoral Territory Triad,Afar (Horn of Africa),Africa (Horn of Africa),Traditional / Cultural,Sultan | Clan elders | Grazing territories,I≈Sultan; R≈Elders; Sem≈Territory,Branching,"Pastoral governance maintained through sovereign mediation, elder arbitration, and territorial management.",17,17,Parent III,"Afar governance integrates sultan authority, lineage councils, and control of grazing landscapes.",Lewis; Afar ethnography,
300,Tigray Sacred Covenant–Ark Tradition–Monastic Authority Triad,Tigray (Ethiopian Highlands),Africa (Horn of Africa),Traditional / Cultural,Sacred covenant | Ark tradition | Monastic guardianship,I≈Covenant; R≈Ark tradition; Sem≈Monastic authority,Branching,"Religious continuity sustained through covenant theology, sacred object mediation, and monastic custodianship.",18,17,Parent I,Highland Ethiopian religio-political identity structured through covenantal theology and monastic guardianship.,Kebra Nagast; Kaplan (Ethiopian church studies),
301,Funj Sultanate Sultan–Ulama–Riverine Province Triad,Funj (Sudan / Blue Nile),Africa (Sahel/Nile Corridor),Traditional / Cultural,Sultan | Ulama (Islamic scholars) | Riverine provinces,I≈Sultan; R≈Ulama; Sem≈Province,Branching,"Political continuity sustained through ruler authority, juristic mediation, and Nile-based territorial integration.",17,17,Parent II,"Funj governance integrates sacral kingship, Islamic scholarship, and riverine territorial administration.",Spaulding (Funj); Sudanese chronicles,
302,Dinka Cattle–Lineage–Spirit Mediation Triad,Dinka (South Sudan),Africa (Nile Corridor),Traditional / Cultural,Cattle wealth | Lineage structure | Ancestral spirit mediation,I≈Cattle; R≈Lineage; Sem≈Spirit mediation,Branching,"Social coherence maintained through cattle economy, lineage segmentation, and ritual spirit mediation.",19,19,Parent I,"Dinka society structures economy, kinship, and cosmology through cattle-centered lineage mediation.",Evans-Pritchard; Deng,
303,Nuer Segmentary Lineage–Prophet–Cattle Exchange Triad,Nuer (South Sudan),Africa (Nile Corridor),Traditional / Cultural,Segmentary lineage | Prophet authority | Cattle bridewealth exchange,I≈Lineage; R≈Prophet; Sem≈Exchange,Branching,"Political elasticity sustained through lineage branching, charismatic prophet mediation, and cattle-based exchange networks.",20,20,Parent III,Nuer political order operates through branching lineage segments stabilized by ritual leadership and exchange.,Evans-Pritchard (Nuer); Hutchinson,
304,Wolof Buur–Council–Age-Grade Triad,Wolof (Senegambia),Africa (Sahel/West Africa interface),Traditional / Cultural,Buur (king) | Noble council | Age-grade cohorts,I≈King; R≈Council; Sem≈Age-grade,Branching,"Kingdom stability maintained through royal authority, elite counsel, and age-based civic integration.",17,17,Parent III,"Wolof polity integrates kingship, aristocratic counsel, and generational civic structure.",Barry; Klein (Senegambia studies),
305,Sennar Trade–Scholar–Sufi Lodge Triad,Sennar (Sudan),Africa (Nile Corridor),Traditional / Cultural,Caravan trade networks | Islamic scholars | Sufi lodges,I≈Trade; R≈Scholars; Sem≈Sufi lodge,Branching,"Urban-religious coherence maintained through commercial exchange, juristic oversight, and Sufi institutional mediation.",17,17,Parent II,"Sennar urban culture binds trade economy, scholarship, and Sufi institutional networks.",O'Fahey; Sudanese Islamic studies,
306,Khmer Devaraja–Temple Axis–Irrigation Cosmology Triad,Khmer (Cambodia),Asia (Southeast Asia Mainland),Traditional / Cultural,Devaraja (god-king) | Temple mountain axis | Hydraulic irrigation system,I≈Kingship; R≈Temple axis; Sem≈Hydraulic network,Branching,"Imperial coherence maintained through sacral kingship, cosmographic temple alignment, and water management integration.",20,19,Parent II,"Angkorian state integrates sacral monarchy, cosmic architecture, and irrigation infrastructure into civilizational stability.",Coedes; Chandler; Angkor epigraphy,
307,Burmese Nat–Sangha–Kingship Mediation Triad,Bamar (Myanmar),Asia (Southeast Asia Mainland),Traditional / Cultural,Nat spirit cult | Buddhist Sangha | Royal authority,I≈Spirit cult; R≈Sangha; Sem≈Kingship,Branching,"Religious-political order stabilized through spirit propitiation, monastic mediation, and royal patronage.",18,18,Parent I,"Myanmar cosmopolitics integrates indigenous spirit worship, Buddhist monastic order, and royal governance.",Spiro; Aung-Thwin,
308,Thai Mandala King–Muang–Tributary Network Triad,Thai (Sukhothai/Ayutthaya),Asia (Southeast Asia Mainland),Traditional / Cultural,Dhammaraja king | Muang city-state | Tributary periphery,I≈King; R≈Muang; Sem≈Tributary network,Branching,"Political coherence maintained through central kingly virtue, semi-autonomous city networks, and tributary alignment.",19,18,Parent III,Southeast Asian mandala polity structured via center-periphery branching sovereignty.,Tambiah; Wyatt,
309,Cham Sea–Temple–Trade Confederation Triad,Cham (Central Vietnam),Asia (Southeast Asia Mainland),Traditional / Cultural,Maritime routes | Temple cult centers | Trade guild networks,I≈Sea routes; R≈Temple; Sem≈Guild network,Branching,"Maritime polity sustained through sea connectivity, ritual centers, and mercantile coordination.",17,17,Parent II,"Cham civilization integrates maritime corridors, temple authority, and merchant confederation.",Hall; Po Dharma,
310,Lao Phi–Monk–Village Council Triad,Lao (Laos),Asia (Southeast Asia Mainland),Traditional / Cultural,Phi ancestral spirits | Buddhist monks | Village council elders,I≈Spirits; R≈Monks; Sem≈Council,Branching,"Village coherence maintained through spirit rites, monastic ritual mediation, and elder governance.",17,17,Parent I,"Lao local order integrates animist cosmology, Theravada mediation, and communal decision-making.",Evans (Laos); Tambiah,
311,Mongol Kurultai–Khan–Ulus Confederation Triad,Mongol (Central Asia),Asia (Central Asia),Traditional / Cultural,Kurultai assembly | Great Khan | Ulus territorial divisions,I≈Assembly; R≈Khan; Sem≈Ulus,Branching,"Imperial legitimacy sustained through assembly ratification, sovereign command, and ulus territorial delegation.",20,20,Parent III,"Mongol imperial governance structured via elective assembly, supreme khan, and distributed ulus domains.",Secret History of the Mongols; Allsen,
312,Turkic Khagan–Bey–Tribal Confederation Triad,Göktürk / Early Turkic,Asia (Central Asia),Traditional / Cultural,Khagan | Bey (tribal leader) | Tribal confederation,I≈Khagan; R≈Bey; Sem≈Confederation,Branching,"Steppe sovereignty maintained through supreme khagan authority, subordinate tribal leadership, and confederative alignment.",19,18,Parent III,Early Turkic polities balanced central khagan rule with distributed tribal confederations.,Orkhon inscriptions; Golden,
313,Scythian King–Warrior Elite–Horse Economy Triad,Scythian (Eurasian Steppe),Asia (Central Asia),Traditional / Cultural,Sacral king | Warrior aristocracy | Horse pastoral economy,I≈King; R≈Warriors; Sem≈Horse economy,Torsional,"Nomadic coherence sustained through sacral kingship, mounted warrior elites, and equine pastoral infrastructure.",18,18,Parent II,"Scythian steppe order integrated sacral monarchy, martial aristocracy, and horse-centered economy.",Herodotus; Rolle,
314,Sogdian Trade–Temple–Caravan Triad,Sogdian (Transoxiana),Asia (Central Asia),Traditional / Cultural,Merchant houses | Temple institutions | Caravan networks,I≈Merchant; R≈Temple; Sem≈Caravan,Torsional,"Silk Road coherence maintained through mercantile houses, temple legitimacy, and caravan trade corridors.",19,18,Parent II,"Sogdian civilization integrated trade diasporas, temple authority, and Silk Road caravan systems.",de la Vaissière; Sogdian letters,
315,Kazakh Zhuz–Bi Court–Nomadic Territory Triad (Expanded Formalization),Kazakh (Steppe Confederation),Asia (Central Asia),Traditional / Cultural,Zhuz confederation | Bi judicial councils | Seasonal nomadic territories,I≈Zhuz; R≈Bi court; Sem≈Territory,Branching,"Confederation stability maintained through zhuz segmentation, judicial mediation, and territorial migration cycles.",20,19,Parent III,"Kazakh political order structured via confederative zhuz divisions, customary courts, and migratory territorial governance.",Khazanov; Olcott,
316,Angkor Baray–Temple–Rice Cycle Hydraulic Triad,Khmer (Angkor),Asia (Southeast Asia Mainland),Traditional / Cultural,Baray reservoirs | Temple ritual centers | Seasonal rice cycle,I≈Water storage; R≈Temple; Sem≈Agrarian cycle,Torsional,"Civilizational continuity maintained through hydraulic engineering, ritual legitimation, and agricultural synchronization.",20,19,Parent II,"Angkorian state stability rested on water reservoirs, temple cosmology, and monsoon rice cycles.",Fletcher; Groslier; Angkor archaeology,
317,Pagan Merit–Monastery–Royal Patronage Triad,Bamar (Pagan Kingdom),Asia (Southeast Asia Mainland),Traditional / Cultural,Merit-making laity | Monastic sangha | Royal patronage,I≈Merit economy; R≈Sangha; Sem≈Kingship patronage,Branching,"Religious polity stabilized through lay merit flows, monastic mediation, and royal sponsorship.",18,18,Parent I,"Pagan-era Burma integrated merit economy, sangha structure, and royal authority into civil cohesion.",Aung-Thwin; Spiro,
318,Lan Xang King–Sangha–Village Muang Triad,Lao (Lan Xang),Asia (Southeast Asia Mainland),Traditional / Cultural,Dhammaraja king | Monastic sangha | Muang village network,I≈King; R≈Sangha; Sem≈Muang network,Branching,"Territorial cohesion maintained through kingly virtue, monastic authority, and distributed muang units.",18,18,Parent III,Lan Xang polity structured sovereignty through virtuous kingship and decentralized muang governance.,Evans; Stuart-Fox,
319,Ayutthaya Palace–Temple–Port Trade Triad,Thai (Ayutthaya),Asia (Southeast Asia Mainland),Traditional / Cultural,Royal palace court | Temple institutions | Maritime port trade,I≈Court; R≈Temple; Sem≈Trade port,Torsional,"Urban power stabilized through royal bureaucracy, Buddhist legitimation, and maritime trade integration.",19,18,Parent II,"Ayutthaya integrated court administration, temple authority, and Indian Ocean trade networks.",Wyatt; Baker & Phongpaichit,
320,Champa Sacred Mountain–Sea Trade–Clan Polity Triad,Cham (Champa),Asia (Southeast Asia Mainland),Traditional / Cultural,Sacred mountain temples | Maritime trade routes | Clan-based polity,I≈Temple; R≈Trade; Sem≈Clan polity,Branching,"Regional stability maintained through sacred geography, sea trade connectivity, and clan governance.",18,17,Parent III,"Champa civilization balanced sacred mountain cults, maritime exchange, and lineage governance.",Po Dharma; Hall,
321,Barangay Datu–Council–Kinship Alliance Triad,Precolonial Tagalog/Visayan,Asia (Philippines),Traditional / Cultural,Datu (chief) | Council of elders | Inter-kinship alliances,I≈Datu; R≈Council; Sem≈Alliance network,Branching,"Local governance stabilized through chieftain leadership, elder deliberation, and inter-barangay kin alliances.",19,19,Parent III,Barangay political structure balanced chief authority with council governance and alliance-building.,Scott (Barangay); Junker,
322,Ifugao Rice Terrace–Ancestor Ritual–Clan Labor Triad,Ifugao (Cordillera),Asia (Philippines),Traditional / Cultural,Terraced rice agriculture | Ancestor ritual cycles | Clan cooperative labor,I≈Agriculture; R≈Ritual; Sem≈Clan labor,Branching,"Ecological continuity sustained through terrace engineering, ritual calendrics, and cooperative kin labor.",20,20,Parent II,"Ifugao society integrates engineered agriculture, ritual timing, and clan labor obligations.",Conklin; Barton,
323,Maranao Sultan–Ulama–Royal Clan Confederation Triad,Maranao (Mindanao),Asia (Philippines),Traditional / Cultural,Sultan authority | Islamic scholars (ulama) | Royal clan networks,I≈Sultan; R≈Ulama; Sem≈Clan confederation,Branching,"Political continuity maintained through sultanate authority, religious oversight, and clan confederation structure.",18,18,Parent III,"Maranao polity integrates Islamic authority, sultan leadership, and clan-based territorial structure.",Majul; Cadar,
324,Visayan Timawa–Datu–Alipin Social Stratification Triad,Precolonial Visayan,Asia (Philippines),Traditional / Cultural,Datu nobility | Timawa warrior-freemen | Alipin dependent class,I≈Nobility; R≈Warrior-freemen; Sem≈Dependent class,Gradient,"Social order maintained through stratified hierarchy integrating nobility, warrior status, and dependent labor.",18,17,Parent I,Visayan society structured social coherence through tripartite stratification.,Scott (Barangay); Alcina chronicles,
325,Tagalog Bathala–Anito–Babaylan Ritual Mediation Triad,Precolonial Tagalog,Asia (Philippines),Traditional / Cultural,Bathala supreme deity | Anito ancestral spirits | Babaylan ritual specialist,I≈Deity; R≈Spirits; Sem≈Ritual mediator,Gradient,"Cosmic mediation stabilized through supreme deity, ancestral spirits, and ritual specialists.",18,18,Parent I,"Tagalog cosmology integrates supreme deity, spirit world, and priestly mediation.",Plasencia; Scott,
326,Tausug Sultan–Ruma Bichara–Trade Network Triad,Tausug (Sulu Sultanate),Asia (Philippines),Traditional / Cultural,Sultan authority | Ruma Bichara council | Maritime trade network,I≈Sultan; R≈Council; Sem≈Trade,Branching,"Sultanate stability maintained through sovereign authority, advisory council mediation, and maritime trade integration.",19,19,Parent II,"Sulu Sultanate governance integrated royal authority, consultative council, and sea-based commerce.",Majul; Warren,
327,Kalinga Peace Pact–Elder Mediation–Territorial Exchange Triad,Kalinga (Cordillera),Asia (Philippines),Traditional / Cultural,Peace pact (bodong) | Elder negotiators | Inter-village exchange,I≈Pact; R≈Elders; Sem≈Exchange,Branching,"Intergroup stability sustained through formal peace pacts, elder negotiation, and reciprocal exchange systems.",20,19,Parent III,Kalinga bodong system structured conflict resolution and alliance networks.,Benedict; Dozier,
328,Bicol Epic Hero–Deity–Community Reciprocity Triad,Bicolano,Asia (Philippines),Traditional / Cultural,Epic hero figure | Deity mediation | Community reciprocity,I≈Hero; R≈Deity; Sem≈Community,Gradient,"Mythic-social coherence maintained through heroic mediation, divine intervention, and communal reciprocity.",17,17,Parent I,Bicol epic cycles encode social norms via hero-deity-community triads.,Eugenio; Jocano,
329,Mangyan Spirit–Elder–Forest Territory Triad,Mangyan (Mindoro),Asia (Philippines),Traditional / Cultural,Nature spirits | Council of elders | Forest territory stewardship,I≈Spirits; R≈Elders; Sem≈Territory,Branching,"Ecological balance sustained through spirit cosmology, elder governance, and territorial stewardship.",18,18,Parent I,"Mangyan social ecology integrates animist belief, elder authority, and forest management.",Fox; Conklin comparative work,
330,Ibaloi Gold–Ancestor Ritual–Clan Prestige Triad,Ibaloi (Cordillera),Asia (Philippines),Traditional / Cultural,Gold wealth | Ancestor ritual feasts | Clan prestige hierarchy,I≈Wealth; R≈Ritual; Sem≈Prestige order,Branching,"Social ranking stabilized through mineral wealth, ritual expenditure, and prestige circulation.",18,18,Parent II,"Ibaloi society integrated gold economy, mortuary ritual, and prestige hierarchy.",Scott; Caballero,
331,Tupi-Guarani Village Chief–Shaman–War Band Triad,Tupi-Guarani (Amazon Basin),Americas (Amazonia),Traditional / Cultural,Village chief | Shamanic mediator | War/raiding band,I≈Chief; R≈Shaman; Sem≈War band,Torsional,"Village stability maintained through political leadership, ritual mediation, and martial organization.",19,19,Parent II,"Tupi-Guarani social order integrates chieftaincy, shamanic authority, and war-band structure.",Viveiros de Castro; Fernandes,
332,Yanomami Shabono–Headman–Alliance Exchange Triad,Yanomami (Upper Orinoco/Amazon),Americas (Amazonia),Traditional / Cultural,Shabono communal house | Headman authority | Inter-village alliance exchange,I≈House; R≈Headman; Sem≈Alliance,Branching,"Village coherence sustained through communal habitation, headman mediation, and alliance networks.",20,19,Parent III,"Yanomami society structured via communal architecture, charismatic leadership, and alliance exchange cycles.",Chagnon; Albert,
333,Kayapo Men’s House–Age Set–Ritual Exchange Triad,Kayapo (Brazilian Amazon),Americas (Amazonia),Traditional / Cultural,Men’s ceremonial house | Age-set cohorts | Ritual gift exchange,I≈Ceremonial house; R≈Age-set; Sem≈Exchange,Branching,"Social reproduction stabilized through ceremonial center, generational structuring, and ritualized exchange.",19,18,Parent II,"Kayapo society integrates ceremonial architecture, age-sets, and exchange ritual systems.",Turner; Lea,
334,Shipibo Cosmic Axis–Shaman–Plant Knowledge Triad,Shipibo-Conibo (Peruvian Amazon),Americas (Amazonia),Traditional / Cultural,Cosmic axis worldview | Shamanic healer | Plant medicine knowledge,I≈Cosmic axis; R≈Shaman; Sem≈Plant knowledge,Gradient,"Cosmological coherence maintained through axis cosmology, shaman mediation, and botanical knowledge transmission.",18,18,Parent I,"Shipibo cosmology integrates sacred geometry, shamanic mediation, and plant-based epistemology.",Gebhart-Sayer; Luna,
335,Tukano Language–Exogamy–River Territory Triad,Tukano (Northwest Amazon),Americas (Amazonia),Traditional / Cultural,Linguistic exogamy system | Riverine territory | Clan marriage exchange,I≈Language; R≈River territory; Sem≈Marriage exchange,Branching,"Regional stability maintained through language-based exogamy, river territoriality, and marriage alliance networks.",20,20,Parent III,"Tukano social order integrates linguistic identity, river ecology, and structured exogamous exchange.",Jackson; Chernela,
336,Arawak Trade–Village Chief–Ritual Feast Triad,Arawak (Amazon Basin),Americas (Amazonia),Traditional / Cultural,Regional trade exchange | Village chief | Ritual feast redistribution,I≈Trade; R≈Chief; Sem≈Feast redistribution,Branching,"Inter-village stability maintained through exchange networks, political leadership, and ritual redistribution.",19,18,Parent II,"Arawak regional systems integrated trade, chieftain authority, and ceremonial redistribution.",Whitehead; Santos-Granero,
337,Ashaninka Warrior–Shaman–Forest Territory Triad,Ashaninka (Western Amazon),Americas (Amazonia),Traditional / Cultural,Warrior leadership | Shamanic mediation | Forest territorial domain,I≈Warrior; R≈Shaman; Sem≈Territory,Gradient,"Community coherence sustained through martial defense, ritual healing, and forest territorial stewardship.",18,18,Parent I,"Ashaninka social order balances defense, spiritual authority, and forest ecology.",Varese; Brown & Fernandez,
338,Wari’ Ancestor–Feast–Alliance Cycle Triad,Wari’ (Rondônia),Americas (Amazonia),Traditional / Cultural,Ancestor relations | Ritual feasting | Intergroup alliance,I≈Ancestor; R≈Feast; Sem≈Alliance,Branching,"Alliance cycles maintained through mortuary ritual, feast exchange, and intergroup diplomacy.",18,17,Parent II,Wari’ society integrates mortuary ritual and alliance diplomacy through ceremonial exchange.,Vilaça; Conklin comparative Amazonian studies,
339,Huitoto Maloca–Clan–Mythic Narrative Triad,Huitoto (Northwest Amazon),Americas (Amazonia),Traditional / Cultural,Maloca communal house | Clan structure | Mythic narrative transmission,I≈Maloca; R≈Clan; Sem≈Myth,Branching,"Community continuity maintained through communal architecture, clan segmentation, and narrative cosmology.",19,18,Parent III,"Huitoto social life centers on communal house structure, lineage organization, and mythic teaching cycles.",Urbina; Gasché,
340,Desana Cosmos–River–Ritual Exchange Triad,Desana (Northwest Amazon),Americas (Amazonia),Traditional / Cultural,Cosmic origin myth | River territorial system | Ritual exchange network,I≈Cosmos; R≈River; Sem≈Exchange,Branching,"Territorial coherence sustained through cosmological mapping, riverine identity, and ceremonial exchange cycles.",19,19,Parent I,"Desana cosmology encodes river geography, mythic origin, and exchange obligations.",Reichel-Dolmatoff,
341,Buganda Kabaka–Clan Chiefs–Lake Trade Triad,Buganda (Great Lakes),Africa (Great Lakes),Traditional / Cultural,Kabaka king | Clan chief structure | Lake trade networks,I≈King; R≈Clan; Sem≈Trade,Branching,"Political stability maintained through royal authority, clan segmentation, and trade integration.",19,18,Parent III,"Buganda governance integrates sacred kingship, clan structure, and lacustrine commerce.",Reid; Apter,
342,Rwanda Mwami–Tutsi Cattle Elite–Hutu Agrarian Base Triad,Rwanda (Great Lakes),Africa (Great Lakes),Traditional / Cultural,Mwami monarch | Pastoral elite | Agrarian cultivators,I≈King; R≈Pastoral elite; Sem≈Agrarian base,Branching,Hierarchical stability structured through monarchic authority and dual cattle-agricultural economy.,18,18,Parent I,Rwandan polity structured authority and economy through pastoral–agrarian stratification.,Newbury,
343,Luba Sacred King–Spirit Medium–Territorial Shrine Triad,Luba (Central Africa),Africa (Central Africa),Traditional / Cultural,Sacral king | Spirit medium | Territorial shrine network,I≈King; R≈Medium; Sem≈Shrine network,Torsional,Dynastic legitimacy maintained through ritual mediation and shrine-based territorial integration.,19,19,Parent II,Luba political theology integrates sacred kingship and spirit-mediated territory.,Reefe,
344,Swahili Sultan–Merchant Guild–Mosque Authority Triad,Swahili Coast,Africa (East African Coast),Traditional / Cultural,Sultan | Merchant houses | Mosque authority,I≈Sultan; R≈Guild; Sem≈Mosque,Branching,"Urban coherence sustained through political rule, mercantile coordination, and Islamic legitimacy.",18,18,Parent II,"Swahili city-states balanced trade, Islam, and governance.",Horton & Middleton,
345,Great Zimbabwe King–Cattle Wealth–Stone Enclosure Triad,Shona (Zimbabwe Plateau),Africa (Southern Africa),Traditional / Cultural,Sacred ruler | Cattle economy | Stone enclosure authority,I≈Ruler; R≈Cattle; Sem≈Enclosure,Gradient,"Authority stabilized through ritual kingship, pastoral wealth, and monumental enclosure symbolism.",18,18,Parent I,Great Zimbabwe integrated pastoral wealth and sacred architecture.,Huffman,
346,Majapahit King–Temple–Maritime Tributary Triad,Majapahit (Java),Asia (Maritime Southeast Asia),Traditional / Cultural,King | Temple cosmology | Maritime tributaries,I≈King; R≈Temple; Sem≈Tributary,Branching,Imperial order sustained through sacred kingship and sea-based tributary networks.,19,18,Parent III,Majapahit structured maritime empire through temple cosmology and tributary sovereignty.,Pigeaud,
347,Bugis Ship–Kinship–Trade Pact Triad,Bugis (Sulawesi),Asia (Maritime Southeast Asia),Traditional / Cultural,Maritime vessel | Kinship confederation | Trade pact,I≈Ship; R≈Kinship; Sem≈Pact,Branching,Maritime cohesion maintained through kin alliances and trade compacts.,18,18,Parent II,Bugis maritime networks integrated kinship and trade pacts.,Pelras,
348,Aceh Sultan–Ulama–Pepper Trade Triad,Aceh (Sumatra),Asia (Maritime Southeast Asia),Traditional / Cultural,Sultan | Ulama | Pepper trade economy,I≈Sultan; R≈Ulama; Sem≈Trade,Branching,Sultanate stability maintained through religious authority and spice trade integration.,18,18,Parent II,Aceh integrated Islamic authority and maritime spice trade.,Reid,
349,Igbo Yam Festival–Lineage–Land Tenure Triad,Igbo (West Africa),Africa (West Africa),Traditional / Cultural,Yam agricultural cycle | Lineage authority | Land tenure rights,I≈Agriculture; R≈Lineage; Sem≈Land rights,Branching,Agrarian continuity structured through ritual harvest cycles and lineage land control.,18,18,Parent I,"Igbo social order integrates agriculture, ritual timing, and land tenure.",Uchendu,
350,Balinese Subak–Temple–Irrigation Governance Triad,Balinese (Indonesia),Asia (Maritime Southeast Asia),Traditional / Cultural,Subak irrigation association | Water temple | Rice terrace network,I≈Association; R≈Temple; Sem≈Terrace system,Branching,Agricultural coordination sustained through temple calendrics and irrigation governance.,20,20,Parent II,Balinese subak integrates ritual temple calendars with irrigation engineering.,Lansing,
351,Haudenosaunee Clan Mother–Council–Wampum Law Triad,Haudenosaunee (Iroquois),Americas (North America),Traditional / Cultural,Clan mothers | Council deliberation | Wampum law codification,I≈Clan mothers; R≈Council; Sem≈Wampum law,Branching,"Confederacy stability maintained through matrilineal authority, deliberative council, and codified wampum treaties.",20,20,Parent III,"Haudenosaunee governance integrates matrilineal authority, council process, and symbolic legal codification.",Johansen; Snow,
